ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
V62,"32 untouched synthetic networks; two independent 262,144-point references",Exact and doubled first-layer two-moment transport,Match exact first-layer mean and second moment after the Kerdock first layer; test exact transform two1 and doubled correction two2,"Baseline raw MSE 3.05233e-7. two1: 2.86201e-7, 6.24% reduction, 20/32 wins, gain-ratio CI 1.018–1.113. two2: 2.75980e-7, 9.58% reduction, 20/32 wins, CI 1.007–1.209. Added arithmetic about 0.1354B operations; projected adjusted improvement about 9.54%, not official. Later cross-fitted layer-origin attribution found the causal first-layer intervention only 1.052x, with a confidence interval crossing no improvement and harmful networks.",SUPERSEDED / STOP as a major submission path. The earlier two1/two2 synthetic average gain did not remain robust under the later attribution study; retain only as historical mechanism evidence.,"Agent 5/6 transport report and final 64-network one-pass summary, 2026-07-29",Superseded,Full-width holdout,Control variates,Late-agent update
V63,Fresh synthetic composition test,Composite exact-mean controls,Combine layer-1 mean transport with exact quadratic second-moment correction,"Raw MSE improved about 9.42%, but the tested implementation duplicated downstream trajectories.",Statistically positive but budget-infeasible as implemented.,"Quadratic-control continuation, 2026-07-28",Scientific / recorded,Full-width holdout,Control variates,Latest multi-agent update
V64,"6,656-point synthetic budget-floor tests",Small-count exact-moment controls,Apply quadratic and layer-1 transport controls near the 10% multiplier floor,Quadratic gained only 1.88%; transport worsened 4.86%; combined worsened 17.0%.,Controls become too noisy at small point counts; closed for the floor-budget route.,"6,656-point control results, 2026-07-28",Closed,Synthetic / mixed,Control variates,Latest multi-agent update
M73,15 held-out MLPs; oracle current diagonals/features,Transported-cumulant contraction,Contract learned x1/x1a covariance corrections through actual next-layer weights,"Validation-fitted alpha achieved 2.04x variance-MSE gain, 2.03x sigma-MSE gain, 98.3% case improvement, and sigma RMS 1.59% to 1.12%.",Passes downstream-contraction gate; still relies on accurate/oracle transported features.,"User-run next-variance evaluation, 2026-07-28",Leading / active,Oracle / diagnostic,Control variates,Latest multi-agent update
M74,15 held-out MLPs; recursive PSD-repair ablation,Covariance consistency repair,Apply diagonal-preserving eigenvalue clipping at every recursive rollout step,"435 repairs caused severe amplification; mean, variance, and sigma gains were all below 1 and only 13.3% of variance cases improved.",Repeated PSD projection is destructive; closed.,"recursive_rollout_psdclip.json, 2026-07-28",Closed,Full-width holdout,Moment/cumulant closure,Latest multi-agent update
M75,"Held-out synthetic widths 32, 64, and 128",Permutation-equivariant weight-space learning,Predict diagonal mean-field error directly from all network weights,"Held-out gains were about 2.43x at width32, 1.94x at width64, and about 1.64x at width128 with cleaner labels.",Broad analytic bias is learnable; scientifically positive but far from standalone challenge accuracy.,"Weight-space learning reports, 2026-07-28",Scientific / recorded,Full-width holdout,Learned white-box models,Latest multi-agent update
M76,Historical held-out residual-learning report; decisive rows incomplete in archive,Weight-space Kerdock correction,Predict Kerdock error vector or multiplicative scale from network weights,The archived qualitative conclusion is that tested weight-space representations did not recover stable signed network-specific Kerdock residuals. The previously quoted 0.94–0.99x numerical range lacks the decisive row package and should not be used as a paper number.,"Retain as qualitative historical evidence only; do not treat as universal unlearnability or cite exact ratios until the original rows, splits, metric code, and hashes are restored.",Historical weight-space report; Agent9 evidence audit,Scientific / incomplete provenance,Historical full-width holdout,Learned white-box models,2026-07-30 evidence audit
M77,Oracle diagnostic at widths 32 and 64,Kerdock residual mode structure,Fit one oracle multiplicative scalar per network in Y≈(1+c)K,Oracle scalar correction improved 17.68x at width32 and 3.82x at width64; most width32 error lay in this mode.,Residual is simple within a network but unpredictable from tested observables.,"Weight-space decisive comparison, 2026-07-28",Scientific / recorded,Oracle / diagnostic,Learned white-box models,Latest multi-agent update
M78,Synthetic holdout through seeds 8–15,Spectral-ramp Gaussian closure,"Shrink only the leading covariance eigenvalue in early layers, fading from 0.8 to 1 by layer 16",Holdout analytic-estimator MSE improved to about 2.60e-5; broader shrinkage variants failed.,"Specific finite-width mechanism identified, but absolute error remains far above Kerdock.","Spectral-ramp continuation, 2026-07-28",Scientific / recorded,Full-width holdout,Moment/cumulant closure,Latest multi-agent update
A19,60 fresh width-256/depth-32 networks,Adaptive 2–6-layer suffix compiler,Select suffix depth 2–6 from pilot kink counts and compile stable-on/off paths,"Raw-MSE ratio 1.00170; ideal arithmetic ratio 0.95358; calibrated effective-score ratio 0.97865 [0.97566,0.98163], with 59/60 calibrated wins. Projected score about 1.442e-7.",Strongest new honest near-term candidate; integrate and grade.,"Non-K3 adaptive compiler report, 2026-07-28",Leading / active,Full-width holdout,Suffix compilation & arithmetic,Latest multi-agent update
A20,Untouched 20-network compiler extension,Deeper suffix compiler,Extend candidate maximum depth from 6 to 7–8,Depth 7 was selected once and depth 8 never; gain was negligible while symbolic complexity grew.,Stop at maximum depth 6.,"Non-K3 adaptive compiler report, 2026-07-28",Closed,Synthetic / mixed,Suffix compilation & arithmetic,Latest multi-agent update
A21,Compiler pilot and threshold sweeps,Adaptive compiler robustness,"Test minority threshold 2, half-size pilots, and alternative pilot geometries",Threshold 2 was marginal and post-selected; smaller pilots increased missed-switch error; alternate geometries gave no robust gain.,"Freeze threshold 1 and the existing 2,064-row balanced pilot.","Non-K3 adaptive compiler report, 2026-07-28",Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Latest multi-agent update
A22,Official subprocess smoke tests,FlopScope accounting bypass,"Run raw-BLAS 90,624-row multifidelity estimator through local and subprocess runners","Local mode misleadingly recorded zero FLOPs. Subprocess mode enforced immutable FlopScope arrays; honest functional execution would charge roughly 373B FLOPs, above budget.",Scoring/accounting workaround invalid; do not pursue.,"Official subprocess logs and accounting audit, 2026-07-28",Closed,Official-like,Suffix compilation & arithmetic,Latest multi-agent update
T25,Analytic identity; exact spherical-design argument,Exact first-layer Hermite subtraction,Compute exact degree-1 and degree-2 first-layer Hermite controls with analytically known Gaussian expectation,"After exact radial integration the control is an angular polynomial of degree <=2. Complete Kerdock is exact through degree 5, so E[g]-Q_K(g)=0 exactly; linear downstream propagation does not change this.",Analytic no-op; STOP before implementation or holdout use.,"Agent 5/6 report, #34, 2026-07-29",Closed,Proof / analytic,Theory & proof,Brainstorm-agent round
V66,Finite-population identity plus prior 32-network transport artifacts,Transport with untouched-subset debiasing,"Apply aggressive first-layer moment transport to all Kerdock rows, then estimate its bias from an untouched uniform subset of row differences",The subset correction restores the original Kerdock row mean in expectation and adds finite-population sampling variance. It therefore removes the transport gain rather than debiasing toward Gaussian truth.,STOP subset debiasing. Continue only undebiased two1/two2 transport for official validation.,"Agent 5/6 report, #40, 2026-07-29",Closed,Proof / analytic,Control variates,Brainstorm-agent round
M79,Analytic identity for arbitrary learned coefficients,Weight-conditioned Hermite controls,Train a permutation-equivariant weight encoder that outputs multivariate Hermite coefficients of degrees 1–4,"Correct radialization leaves an angular polynomial of degree <=4, which Kerdock integrates exactly. The learned coefficients cannot create a nonzero correction in exact arithmetic.",Analytic no-op; STOP before training.,"Agent 5/6 report, #41, 2026-07-29",Closed,Proof / analytic,Learned white-box models,Brainstorm-agent round
M80,Closest completed screens and cost lower bound,Weight-conditioned nonlinear ridge controls,Use 4–16 learned projections with one-dimensional nonpolynomial ridge functions and exact Gaussian integrals,Closest nonlinear controls achieved only about 1.029x net; degree<=4 pair controls about 1.125x; complete-Kerdock pathwise transfer was 0.9369x. Inference lower bound is about 0.271B–1.082B FLOPs before the encoder.,Below the 1.3x major-path gate; STOP full training. Reopen only for a preregistered degree>=6 oracle screen.,"Agent 5/6 report, #45, 2026-07-29",Closed,Synthetic / mixed,Learned white-box models,Brainstorm-agent round
V67,Analytic blockwise identity plus prior Kerdock-transfer evidence,Stein-potential and signed neural controls,"Use polynomial Stein fields through degree 4 or one-hidden-layer bias-free ReLU Stein components, including separate positive and negative components","Polynomial fields are integrated exactly by Kerdock. Every tested one-hidden-layer bias-free ReLU Stein component averaged to zero on each individual basis block; maximum numerical block residual was 3.12e-17. A meaningful depth-2 rank-2 8x8 field would add about 0.839B FLOPs, while prior full-Kerdock transfer was negative.",STOP current Stein/signed-neural family on complete Kerdock.,"Agent 7/8 report, #42/#44, 2026-07-29",Closed,Proof / analytic,Control variates,Brainstorm-agent round
T26,Exact linear-algebra certificate,Signed network-dependent basis-block cubature,"Fit signed weights on the 129 Kerdock basis-block means while preserving exactness through degree 5, including cross-fit and residual variants",The degree-4 basis-block moment tensors have a full-rank Gram matrix. Total weight one plus degree<=5 exactness uniquely forces all 129 weights to 1/129. Half-fold rules cannot satisfy the constraints; recombination reduces to uniform Kerdock.,Analytically closed unless the degree<=5 guarantee is explicitly abandoned.,"Agent 7/8 report, #21/#22/#26, 2026-07-29",Closed,Proof / analytic,Theory & proof,Brainstorm-agent round
A34,Software tests plus full-width integration smoke,Residual control-variate benchmark infrastructure,"Build a versioned harness for E[g]+Q_K(f-g), standalone g accuracy, paired CIs, target-noise correction, worst tails, layer/PCA/Gegenbauer attribution, and immutable 8/24/64 splits",Four tests passed; the full width-256/depth-32 smoke had control-variate identity error 4.34e-19. The harness exports the exact seed-3 Kerdock rotation and evaluates Kerdock only once per network.,CONTINUE; this is the canonical harness for future analytic or learned surrogates.,"Agent 1/2 package, #91/#92, 2026-07-29",Leading / active,Infrastructure,Implementation / compute,Brainstorm-agent round
M81,Implementation complete; fresh screen not executed,Gaussian-closure residual Kerdock,"Construct a homogeneous Gaussian-closure pointwise surrogate and an early dominant-eigenmode-corrected variant, then evaluate E[g]+Q_K(f-g)",Surrogate and screen runner are implemented and smoke-tested. No scientific MSE claim was made because the fresh high-precision caches were unavailable and reused/noisy holdouts were intentionally not substituted. Later residual-spectrum work identified the layer-31 mean-defect channel as far stronger than a generic homogeneous residual surrogate.,"SUPERSEDED as the broad next screen. Continue only a depth-local layer-31 residual formulation through A34, using oracle versus deployable anchors and complete adjusted-score accounting.","Agent 1/2 package, #1/#2, 2026-07-29",Superseded,Infrastructure,Moment/cumulant closure,Late-agent update
V68,24 frozen full-width synthetic networks,Exact one-direction preintegration,Fix 255 orthogonal coordinates and integrate the full ReLU network exactly along one Gaussian direction by tracking all one-dimensional breakpoints,"Asymptotic MSE gain was 1.415x with 95% CI 1.393–1.438x, passing the theory gate. Optimistic exact breakpoint tracking cost was a median 9,154x one forward pass per outer point, requiring roughly 6,470x further cost reduction merely to break even.","Real statistical mechanism, but STOP direct implementation because cost is prohibitive.","Agent 9/10 report, #11, 2026-07-29",Scientific / recorded,Full-width holdout,Control variates,Brainstorm-agent round
V69,Frozen full-width low-rank oracle sweep,Penultimate conditional integration,Condition on a low-dimensional approximation of layer-31 activations and analytically integrate the final ReLU,Rank 128 produced MSE ratio 1.0165 with CI 1.0061–1.0280. Extending through rank 252 found no meaningful interior optimum.,STOP; low-rank conditioning does not clear the 1.3x oracle gate.,"Agent 9/10 report, #17, 2026-07-29",Closed,Full-width holdout,Moment/cumulant closure,Brainstorm-agent round
V70,Frozen synthetic coupled-allocation evaluation,Multilevel surrogate residual estimator,Evaluate a cheap analytic surrogate on all points and the exact network on an optimally allocated smaller coupled subset,"Best fixed allocation had raw-MSE ratio 1.0956, adjusted-score ratio 1.0913, CI 0.9055–1.3197, and a 2.02x worst-network failure, even with a deliberately favorable runtime-trained oracle surrogate.",STOP; optimal allocation did not beat full-fidelity Kerdock spending.,"Agent 9/10 report, #81, 2026-07-29",Closed,Full-width holdout,Control variates,Brainstorm-agent round
V71,16-network discovery + 16 frozen validation + 16 shrinkage networks,Degree-6+ spherical-harmonic controls,Target the first live Kerdock harmonic degrees with network-adaptive Gegenbauer controls and uncertainty-aware shrinkage,"Post-selected discovery gain was 1.19%, but frozen validation reversed to MSE ratio 1.00444, 6/16 wins, bootstrap [0.99637,1.01347]. Across 18 shrinkage variants, the best apparent gain was only 0.012% and effectively turned the correction off. Later exact limiting-kernel attribution placed degree 6 at 13.93% of total Kerdock MSE, an ideal ceiling of only 1.162x, below the 1.3x major-path gate; finite-width probes were variance-intractable.",Close as a major control path. Degree 6 may remain only as a very cheap additive correction if a new exact zero-mean construction appears.,"ARC harmonic CV campaign, 2026-07-29",Closed,Full-width holdout,Control variates,Late-agent update
M82,8 validation MLPs; gamma tuned on the same set,Calibrated standalone K3 closure,Jointly recalibrate ARC K3 mean correction with covariance treatment against the post-ReLU target,"Upstream ARC K3 MSE 4.4528e-5; best tested hybrid at gamma=0.55 reached 1.9239e-5, a 2.314x gain with 100% wins on the tuning/validation set. It remains roughly 8.5–17x behind Kerdock after the compute floor.","Close standalone K3. Retain only as a possible pointwise surrogate/feature source, with gamma tuned inside the residual-control objective on untouched networks.","Latest K3 calibration memo, 2026-07-29",Scientific / recorded,Oracle / diagnostic,Moment/cumulant closure,Brainstorm-agent round
A35,Official full-100 baseline plus row-0 implementation checkpoints,Current Kerdock/Winograd checkpoints,"Record the current dense, depth-5 Winograd, and partial-tree Winograd benchmark state","Dense Kerdock official full-100: raw 2.2826e-7, effective 268.9B, adjusted 2.2566e-7. Depth-5 Winograd row 0: raw 1.7292e-7, 181.3B, adjusted 1.1525e-7. Partial-tree row 0: same raw, 175.5B, projected about 1.12e-7. Strict holdout raw MSE is 2.8064e-7, indicating a real generalization gap.",Use as current checkpoint context; row-0 compute results are not a full official generalization result.,Shared project context supplied 2026-07-29,Scientific / recorded,Official-like,Suffix compilation & arithmetic,Brainstorm-agent round
M83,Oracle perturbation curve plus component ablations in the validated residual-control harness,Deep-anchor tolerance,"Inject controlled errors into the layer-29 mean, covariance, and connected c21 anchor separately, then score the complete residual control.","Mean error dominated the control: 0.1% -> 0.649 MSE ratio; 0.2% -> 0.690; 0.3% -> 0.772; about 0.45% was break-even; 0.65% -> 1.450. The reported covariance and c21 curves were comparatively flat through roughly 10% perturbations. Current propagation delivers about 0.65% mean error, so it remains harmful.",CONTINUE only as a mean-focused closure problem. Target <=0.3% layer-29 mean error and independently reproduce the curve before redirecting the program; do not infer that c21 is universally irrelevant outside this control.,"anchor_tolerance.py and user-supplied agent update, 2026-07-29",Scientific / recorded,Oracle diagnostic,Moment/cumulant closure,Late-agent update
M84,Deployable same-design pre-moment test in the existing Edgeworth/control harness; network count not stated in the update,Kerdock-derived Edgeworth anchor,"Estimate layer-29 pre-activation mean, covariance, and c21 from the Kerdock cloud, apply the Edgeworth post-ReLU transform, and use the result as the control anchor.",The preregistered prediction of a near-neutral 0.96 ratio was wrong: measured MSE ratio was 12.996. The cloud-driven Edgeworth mean correction actively damaged the critical mean estimate; this was not merely the all-sample cubic degeneracy.,"STOP this same-cloud Edgeworth-mean construction. Any reuse must isolate an externally anchored mean and verify the complete control, not only local next-variance accuracy.","User-supplied agent update; existing Edgeworth/control harness, 2026-07-29",Closed,Architecture-matched / diagnostic,Moment/cumulant closure,Late-agent update
A36,Eight numerical/Monte Carlo assertions on a real network,Moment-state convention audit,"Create permanent tests for pre- versus post-ReLU state, c21 orientation, explicit index-pair identities, raw-to-connected conversion, and Frobenius-versus-RMS normalization.",All eight assertions passed. Measured c21 asymmetry was 0.317; raw-to-connected identity held to 2.2e-16; Frobenius norm equaled 256 times RMS; and ||raw M21||/||connected c21|| was about 278. The audit exposed earlier false 4030x and 126x interpretations caused by state and norm conventions.,"ADOPT as mandatory regression infrastructure for every cumulant export, anchor, and rollout before scientific scoring.","test_conventions.py and user-supplied agent update, 2026-07-29",Leading / active,Implementation / numerical audit,Implementation / compute,Late-agent update
M85,Eight-network selection plus eight untouched full-width holdout networks,Corrected connected-K3 quadratic-Hermite control,"Repair the missing marginal K_iii/diagonal export, recenter the factorized anchor consistently, and evaluate the positive quadratic-Hermite residual control with fixed and prespecified shrinkage.",Connected-K3 quadratic-Hermite control with factorized anchor; frozen 70% blend,"Frozen holdout candidate/base 0.8814, 6/8 wins, worst 1.4277. Unshrunk factorized anchor was 0.9588, 5/8 wins, worst 1.8312. Full K3 rollout about 272B.",Transferable signal is real but tail-risky and score-negative at full-tensor cost. Continue only compressed contracted anchors with an independent center/source.,"M85 result JSONs and arc_code deep audit, 2026-07-29",Mechanism validated / deployment rejected,Frozen full-width holdout,Moment/cumulant closure
M86,Mechanism and cost decomposition; implementation in progress,Adjoint-compressed K3 contractions,"Transport only the few downstream K3 contractions used by the control, optionally starting from an empirical checkpoint and regenerating cumulant sources only in the final layers.",The proposed targeted calculation replaces an approximately 272B full tensor rollout with an estimated 10–40B correction. No frozen final-MSE result exists yet. The intended decomposition transports two control directions rather than all 256^2/256^3 state entries.,OPEN. Continue only if the compressed calculation reproduces most of M85's 0.881 held-out raw gain and improves adjusted score after exact FlopScope and wall-time accounting.,"Exact-anchor agent update, 2026-07-29",Open / pending,Implementation / proposed,Moment/cumulant closure,Late-agent update
V72,"Eight-network oracle screen, four-network reuse validation, and explicit compute lower bound",Compressed-kink / hinge conditional integration,"Use target-aware exact ReLU hinge contributions, compress them to the top 32 events, and search for observable selectors or a suffix-local implementation.","Top 32 target-aware hinges captured 93.9% of the conditional-mean correction on screen and 95.0% on reuse validation. Centered variance gain was 1.462x on screen, but the worst validation network reached only 1.296x, below the 1.3x gate. Hinges were distributed across depth; final-four-layer hinges captured only about 30–37%. All observable selectors failed. A full-depth method needs both a primal and directional-JVP trajectory, imposing at least 2x arithmetic; even a perfect line oracle would worsen adjusted score from 1.1157e-7 to about 1.5770e-7.",STOP permanently in this formulation. Reopen only if a separate method supplies the full JVP essentially for free and a target-aware signed selector becomes observable.,"AGENT_9_CONTINUATION_REPORT.md and continuation metrics, 2026-07-29",Closed,Oracle diagnostic + compute bound,Control variates,Late-agent update
V73,"Cross-fitted randomized-Kerdock rotations: 8-network screen, 24-network validation, 64-network holdout",Layer-origin residual attribution,"Measure each layer's post-ReLU Kerdock mean defect, oracle-remove it, replay the true suffix, and rank channels by final-layer MSE removed.","The dominant repairable channel was the layer-31 post-ReLU mean defect: 5.777x improvement on the 8-network screen, 4.233x on 24 validation networks, and 4.572x on 64 holdout networks. Holdout removed 78.13% of noise-corrected MSE, won 64/64, and had 95% CI 3.760–5.588x with worst-network improvement 1.16x. Idealized final-layer replay adds 3.125% compute and gives an oracle adjusted ceiling near 4.4226e-8. First PCA mode held 39.45%, first two 54.25%, and layer-31/final-error linear CKA was 0.9828.","CONTINUE as the highest-upside mechanism. This is an unavailable-reference oracle, not a submission projection: build a deployable layer-31 residual mean control, translate the real particles to the corrected mean, and replay the true final layer. Do not claim the error originates at layer 31.","AGENT1_FINAL_REPORT.md, AGENT1_FINAL_SUMMARY.json, LAYER_CHANNELS_SCREEN.csv; user-supplied update, 2026-07-29",Leading / active,Oracle diagnostic / full-width holdout,Moment/cumulant closure,Late-agent update
C61,Sandboxed scaled surrogate: 33 synthetic networks across widths 48/64/128/256; exact protected holdouts unopened,Selective nonlinear suffix-residual kernel coreset,Layer-28 anchor plus realized final-four-layer residual features; 12.5% retained support on a 32-basis scaled Kerdock surrogate,"Width 48: inverse-gain 1.0859, 2/12 wins, worst 2.649x candidate/base. Width 64: 1.0038, 2/12 wins, deceptive optimistic score proxy. Width 128: 1.1880, 0/6. Width 256: 1.2829, 0/3. Oracle-output features were nearly lossless, so compressibility exists but the deployable sketch did not transfer.",Negative warning for this tested scaled representation; insufficient to close the overall network-specific coreset avenue.,"NETWORK_SPECIFIC_KERNEL_CORESET_REPORT.md; sandbox agent report, 2026-07-29",Scientific / recorded,Scaled synthetic / sandbox,Particle/tail compression,Canonical consolidation 2026-07-29
C62,"Sandboxed exact-geometry synthetic: 20 width-256 networks on the actual 66,048-row, 129-basis Kerdock asset; protected official/Mini holdouts unopened",Exact-Kerdock network-specific kernel coreset diagnostic,"Retain 8,192 rows with positive basis-preserving weights; compare random, anchor kernel, deployable suffix kernel K2, K2 support with oracle weights, and full oracle support","Mean added MSE: random 2.069e-7; anchor kernel 1.341e-7; deployable K2 1.282e-7; K2 support + oracle weights 2.941e-8; oracle support + oracle weights 2.391e-9. Deployable K2 failed 0/20 gates and missed the 1.1e-8 gate by 11.7x; oracle support was excellent. Larger q, longer exchange, pilot metrics, signed calibration, and low-dimensional output modes did not rescue the sandbox implementation.","PAUSE, do not close globally. Strong negative evidence against this exact finite-feature K2 implementation, but lower-confidence than local full-repository work. Preserve oracle harness and require matched local replication before closing the avenue.","NETWORK_SPECIFIC_KERNEL_CORESET_EXACT_KERDOCK_REPORT.md; exact_kerdock_coreset_diagnostic.py; sandbox agent, 2026-07-29",Paused / awaiting local validation,Exact geometry synthetic / sandbox N=20,Particle/tail compression,Canonical consolidation 2026-07-29
V74,Eight-network target-aware oracle screen; protected 24/64 sets not opened for this sparse selector,Sparse layer-31 coordinate oracle,"Select the most consequential layer-31 coordinates using true defects, replace only their means, and replay the final layer","12 coordinates achieved 1.784x baseline/candidate gain, 8/8 wins, CI 1.624–1.932, capturing 55.2% of full layer-31 oracle benefit. 32 coordinates achieved 2.96x and captured 81.4%. Observable ranking by Gaussian mean discrepancy times final sensitivity gave 1.179x at K=12 and 1.365x at K=24 when exact signed corrections were granted.",Strong oracle concentration result; not a deployable selector or signed estimator. Continue target-free support tests and signed coefficient estimation on fresh networks.,"ARC_ACTIVATION_REGION_CONDITIONAL_INTEGRATION_REPORT.md; sandbox agent, 2026-07-29",Leading / active,Oracle screen N=8 / sandbox full-width synthetic,Moment/cumulant closure,Canonical consolidation 2026-07-29
V75,Sandboxed full-width synthetic: 8 screen + frozen 24 validation; later 64-train/18-dev phase-learning study; protected 64 high-precision holdout unopened,Conditional-region and Kerdock-phase residual estimators,"Integrate 0–8 influential late gates, fit residual controls, use basis/Walsh phase statistics, rotated pilots, internal subdesigns, and learned invariant phase models","Direct conditional integration had inverse gain 0.897 (worse), 0/8 wins. Residual CV screened at 1.017 inverse gain but froze at 0.989 inverse gain (normalized candidate/base ~1.011), 8/24 wins, worst 1.195. Correction correlation -0.0092 and downstream cosine -0.0013. Rotated 1,032-point and internal 516-row pilots also reversed; 64-train/18-dev learned phase models were effectively 1.000.",Close activation-region/phase-prediction constructions tested here. Retain only the sparse layer-31 oracle finding and a qualitatively new near-free companion cubature concept.,"ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md and bundles, 2026-07-29",Closed tested form,Frozen synthetic validation N=24 plus learned synthetic corpus,Control variates,Canonical consolidation 2026-07-29
V76,Fresh sandbox screen N=8; larger pilot-size ablations on same screen; 24/64 protected stages unopened,Sampled partial-MUB layer-31 coefficient pilot,"Use 16–128 independent partial-MUB bases to estimate 12 observable layer-31 PCA coefficients, translate the particles, and replay the final layer","16 bases: 1.353x raw gain, wide CI 0.813–1.746, 4/8 wins, worst candidate/base MSE 1.586; compute 1.122x, adjusted gain 1.206x point estimate. 64 bases: 1.489x raw but 1.482x compute, adjusted ~1.004x. 128 bases: robust raw gain but adjusted 0.814x inverse gain, clearly score-negative. True rank-12 coefficients gave 7.226x raw gain and 8/8 wins.",Close extra-trajectory pilot estimation as a score path. The target space is adequate; coefficient sign estimation is the bottleneck. Continue only near-zero-extra-trajectory estimators.,"AGENT1_CONTINUATION_SUMMARY.json; FRESH_SCREEN_SUMMARY.json; sandbox continuation, 2026-07-29",Closed tested form,Sandbox screen N=8 / pilot ablations,Moment/cumulant closure,Canonical consolidation 2026-07-29
V77,Sandboxed exact-Kerdock block experiments; network count limited and exact protected suite not used,Stable-gate suffix multilevel estimator,Use the nonlinear stable-gate compiler as a cheap level on many Kerdock blocks and exact suffix residuals on a nested subset,Use the nonlinear stable-gate compiler as a cheap level on many complete-design blocks and exact suffix residuals on a nested subset,"Residual variance was 0.056% of exact block variance and correlation 0.99944, but actual candidate/base was 1.2645; median 1.5077; deeper hierarchies 1.2598–1.3373. A worst-network ratio was not reported for this run.",Close stable-gate MLMC statistically. The contradiction shows pointwise correlation/block variance is not a valid proxy when partial allocation destroys global Kerdock cancellation.,"FULL_MULTILEVEL_PREFIX_SUFFIX_REPORT.md, 2026-07-29",Closed tested form,Architecture-matched sandbox / exact-design proxy,Control variates
V78,Sandbox discovery N=4 + frozen validation N=4; exact protected larger sets unopened,Generic Gaussian layer-31 multilevel surrogate,Apply a homogeneous low-rank Gaussian closure correction to the layer-31 Kerdock mean and replay the final layer; then estimate a network-specific coefficient using small exact pilots,"Discovery improved 1.1086x inverse gain, but frozen validation inverse gain 0.8775 (normalized candidate/base ~1.140), 0/4 wins, worst 1.4235; correction cosine changed +0.208 to -0.071. Pilot coefficient estimate had correlation -0.060 and normalized ratio ~1.015 with 18.47B added proxy compute.","Close this generic Gaussian surrogate and pilot sign rescue. Layer-31 formulation remains valid, surrogate direction does not transfer.","FULL_MULTILEVEL_PREFIX_SUFFIX_REPORT.md; sandbox agent, 2026-07-29",Closed tested form,Small frozen synthetic N=4,Moment/cumulant closure,Canonical consolidation 2026-07-29
V79,Frozen exact-Kerdock holdout N=8 after an eight-network selection screen,Exact ridge harmonic control q=8,"Use 32 exact-expectation features: eight learned input directions at harmonic degrees 6, 8, 10, and 12 with ridge 1","Selection ratio 0.833 candidate/base; frozen holdout 0.995006, 4/8 wins, worst 1.471. Per-network ratios ranged from about 0.535 to 1.471. Extra compute makes it score-negative.","Close as a standalone correction. May be retained only as an internal feature for an independently validated anchor, without retuning on IDs 168–175.",exact_ridge_harmonic_q8_frozen_holdout8.json; 2026-07-29,Closed,Frozen synthetic/exact-design N=8,Control variates,Canonical consolidation 2026-07-29
M87,Eight-network development claim only; frozen script/probe arrays and untouched corpus unavailable in shared sandbox,128-probe sparse connected-cubic exact-anchor control,Decompose the cubic control into coordinate-sparse rank-one probes and fit the cancellation with exact anchors,Reported exact-anchor raw MSE ratio 0.190 on all 8 development networks. The lower-order sample-centering term reportedly carries essentially all remaining error. No untouched validation has been recorded.,Highest-upside unvalidated oracle ceiling. Freeze the construction and run an untouched exact-anchor holdout before further tuning or deployment work.,"Sparse cubic agent log and Agent 1 reconstruction, 2026-07-29",Leading / active,Oracle development N=8; provenance incomplete,Control variates,Canonical consolidation 2026-07-29
M88,Analytic derivation plus sandbox numerical algebra tests; no real-network frozen MSE result,Sparse cubic centering map,Expand every sparse cubic anchor around an imperfect center and identify shared lower-order center dependence,Reconstruct exact lower-order recentering dependence of 128 sparse cubic probes,"All probe center errors share e_center=Bδ+Q(δ^2), so they are not 128 independent means. Toy d=20 rank90=6/rank99=9, but a width-256 terminal-span proxy has rank 128 and the real frozen probe-map rank is unknown.",Analytic shared-map result is strong; low-rank compressibility is not established on real ARC probes. Measure the real B spectrum before designing a 2–8 coefficient estimator.,sparse_cubic_center_and_channel_report.md; agent2_agent1_terminal_test.json,Infrastructure / active,Analytic + synthetic unit tests,Moment/cumulant closure
M89,Analytic derivation and sandbox exactness/cost prototypes; no frozen final-MSE evaluation,Shared-adjoint compression for sparse probes,Batch all sparse-probe pullbacks in common coordinate spans and evaluate source contractions implicitly over a short suffix,Batched exact sparse-probe adjoint and source-localization diagnostics,Exact terminal contractions and recentering identities agree to floating precision. Shared pullbacks are 0.06–0.25B for support 8–32; source rollout dominates. Toy localization retained only ~4.7% of exact gain at depths 2–4 and became harmful at 6–16; full depth was needed. Local factorized-anchor q32/layer24 implementation achieves 2.31% relative error at ~10.16B analytic / ~10.34B measured proxy but remains ~31% from oracle.,Adjoint algebra and factorized-anchor handoff are implemented. Closure/source localization—not backward compute—is the decisive blocker. Do not assume a short suffix from synthetic cost arguments.,AGENT2_EXACT_SPARSE_ADJOINT_REPORT.md; agent2_sparse_adjoint_results.json; adjoint_k3_full_holdout8.json; arc_code audit,Leading / active,Local implementation + analytic/synthetic diagnostics,Moment/cumulant closure
